program_id,age,average_rating,backdrop_path,bookmark_cnt,broadcasting_day,broadcasting_episode,broadcasting_station,end_flag,first_air_date,poster_img,program_num,rating_cnt,summary,title
1,,5.6,https://image.tmdb.org/t/p/original/jW61BMd1ZVWPXI7Ts4iC2BTx8Qj.jpg,,,,MBC,b'\x00',2022-04-10 15:00:00,https://image.tmdb.org/t/p/original/wNN9hJDV45BF2PiJQQVwBCiqLIl.jpg,196572,,사라진 엄마의 흔적을 쫓는 흙수저 변호사가 세상과 맞서 싸우기 위해 자신을 둘러싼 비밀 속으로 걸어 들어가는 치밀한 복수극,비밀의 집
2,,7.0,https://image.tmdb.org/t/p/original/FbUIi5WeDU5j1EtipQ274tts1E.jpg,,,,KBS1,b'\x00',2022-04-10 15:00:00,https://image.tmdb.org/t/p/original/qTiFIYd46mo6eMkdoECG1kQvN1l.jpg,197352,,"그녀의 이웃이라면 밥 한 끼 사주며 응원하고 싶은 어린 싱글맘의 고군분투 이야기, 쓰러져도 다시 일어나는 캔디 같은 그녀의 이야기를 통해 보는 이로 하여금 어느새 삶의 의지를 다져볼 수 있는, 위로 받고 치유 받는 가슴 따뜻한 이야기이다.

이미 정해진 밑그림에 채색만 하는 인생과 달리 스스로 인생의 밑그림을 그리고 그 안을 채워 나가는 동희의 이야기는 훨씬 다채롭고 흥미진진한 재미와 감동을 선사하게 될 것이다.

시대가 요구하는 성장은 무엇이고, 성공은 무엇인지, 무엇이 선이고, 무엇이 악인지를 함께 고민해볼 수 있으면 좋겠다.

현재를 살아가는 이들의 공감을 얻는 동시에 만고불변의 진리인 사랑을 이야기함으로써 세대를 초월한 가치를 담아내고자 한다.",으라차차 내 인생
3,,8.435,https://image.tmdb.org/t/p/original/8Xs20y8gFR0W9u8Yy9NKdpZtSu7.jpg,,,,Netflix,b'\x00',2022-01-27 15:00:00,https://image.tmdb.org/t/p/original/d9yefq8dNke4UbuqStBtUcO9TxD.jpg,99966,,좀비 바이러스 발생의 시발점이 된 고등학교. 이곳에 갇힌 학생들은 필사적으로 탈출구를 찾아야만 한다. 그렇지 않으면 감염되어 좀비가 될 뿐.,지금 우리 학교는
4,,7.831,https://image.tmdb.org/t/p/original/4y6kEEfdrNIUnWnmELkoc3EmgG7.jpg,,,,Netflix,b'\x00',2021-09-16 15:00:00,https://image.tmdb.org/t/p/original/yACIAqAkSLkX4coHafpyLWAtQjw.jpg,93405,,빚에 쫓기는 수백 명의 사람들이 서바이벌 게임에 뛰어든다. 거액의 상금으로 새로운 삶을 시작하기 위해. 하지만 모두 승자가 될 순 없는 법. 탈락하는 이들은 치명적인 결과를 각오해야 한다.,오징어 게임
5,,8.5,https://image.tmdb.org/t/p/original/t5jnpVVWQBnl8B23bx3ijGCHt5L.jpg,,,,MBC,b'\x00',2022-07-28 15:00:00,https://image.tmdb.org/t/p/original/8HTCtxyJWyjVMnxF14tSWJ0GYj4.jpg,155226,,"승률 10%의 생계형 변호사가 우연히 맡게 된 살인 사건에 휘말려 하루아침에 희대의 천재 사기꾼 '빅마우스(Big Mouse)'가 되어 살아남기 위해, 가족을 지키기 위해 거대한 음모로 얼룩진 특권층의 민낯을 파헤쳐 가는 이야기",빅마우스
6,,8.02,https://image.tmdb.org/t/p/original/lcTuggU70y6pt6x13Rv1Ffjs93K.jpg,,,,Netflix,b'\x00',2022-06-23 15:00:00,https://image.tmdb.org/t/p/original/7zLHH6LV6rI6emO0z1U8VZDUkjd.jpg,112836,,통일을 앞둔 미래의 한반도. '교수'라 불리는 수수께끼의 인물이 남과 북의 노련한 도둑들을 모아 희대의 인질극을 꾸민다. 이 작전의 목표는 갓 찍어낸 지폐를 훔쳐 탈출하는 것.,종이의 집: 공동경제구역
7,,8.784,https://image.tmdb.org/t/p/original/4DTKH7meyXpgZgKL4ubkEsg5aSk.jpg,,,,Netflix,b'\x00',2022-09-08 15:00:00,https://image.tmdb.org/t/p/original/4HJq3y539fnuCN9Fn8Vwqgukvhm.jpg,97970,,2022년 9월 Netflix에서 방영을 시작한 범죄물. 남미에서 마약 조직을 운영하는 한국인 마약왕. 그를 체포하려는 정부의 비밀 작전에 한 평범한 사업가가 합류한다.,수리남
8,,8.197,https://image.tmdb.org/t/p/original/lfQnJr9ugRKtl3vhG6IfOOAhN8s.jpg,,,,ENA,b'\x00',2022-07-12 15:00:00,https://image.tmdb.org/t/p/original/yv57TccCkgdy3St7rspBPKROeRK.jpg,197067,,"2022년 6월 ENA에서 방영을 시작한 드라마. 천재적인 두뇌의 소유자이면서 동시에 자폐 스펙트럼 장애를 가진 영우는 강점과 약점을 한 몸에 지니고 있다. 영우의 강점은 우리들 대부분이 범접할 수 없을 만큼 탁월하지만, 영우의 약점은 우리들 대부분이 깜짝 놀랄 만큼 취약하다. 서울대 로스쿨을 수석 졸업하고 변호사 시험에 합격한 우영우가 대형로펌 법무법인 한바다의 변호사가 된다. 신입 변호사이자 자폐 스펙트럼 장애를 가진 여성으로서 그녀는 법정 안팎에서 다양한 난관을 헤쳐 간다.",이상한 변호사 우영우
9,,8.579,https://image.tmdb.org/t/p/original/31N42LhrxltHtS1bHYfZghjPDNB.jpg,,,,tvN,b'\x00',2020-12-08 15:00:00,https://image.tmdb.org/t/p/original/gaCOvKGG2qEnsijNHEAigYcQ1U3.jpg,112888,,외모 콤플렉스를 가지고 있다가 화장을 통해 여신이 된 주경과 남모를 상처를 간직한 수호가 만나 서로의 비밀을 공유하며 성장하는 자존감 회복 로맨틱 코미디,여신강림
10,,7.5,https://image.tmdb.org/t/p/original/ikN8ABD9pXHuW4JFqTEHr3ae8rd.jpg,,,,Netflix,b'\x00',2021-11-18 15:00:00,https://image.tmdb.org/t/p/original/sgTu75c5PJsRHDMSna0ha8bhYWn.jpg,106651,,"어느 날 기이한 존재로부터 지옥행을 선고받은 사람들. 지옥으로부터의 고지를 받은 자는 어김 없이 예정된 시간에 지옥의 사자들에게 끌려가는 일이 서울 한복판에서 모두가 지켜보는 가운데 일어난다. 충격과 두려움에 휩싸인 도시에 대혼란의 시대가 도래한 가운데, 신흥 종교 단체 새진리회의 의장 정진수는 이것이 진정으로 현실 세계에서 일어나고 있는 신의 집행임을 사람들에게 설파한다. 한편 일부는 새진리회에 맞서 싸우며 사건의 실체를 밝히려 한다.",지옥
11,,8.728,https://image.tmdb.org/t/p/original/smSbK5cd8T9XHcxEUcems23BDEF.jpg,,,,tvN,b'\x00',2016-12-01 15:00:00,https://image.tmdb.org/t/p/original/qZMEiTsNlCQV27hHQE27ZtlPWyv.jpg,67915,,"2016년 12월 tvN에서 방영을 시작한 드라마. 도깨비 설화를 모티브로 김은숙 작가가 3년 전부터 기획하였으며 사극과 현대극을 오가는 판타지적인 요소를 강조한 드라마이다. 당신이 세상에서 멀어지고 있을 때 누군가 세상 쪽으로 등을 떠밀어 주었다면, 그건 신이 당신 곁에 머물다 가는 순간이다.불멸의 삶을 끝내기 위해 인간 신부가 필요한 도깨비, 그리고 그와 기묘한 동거를 시작한 기억상실증 저승사자. 그런 그들 앞에 도깨비 신부라 주장하는 죽었어야 할 운명의 소녀가 나타나며 벌어지는 신비로운 낭만 설화.",쓸쓸하고 찬란하神: 도깨비
12,,8.726,https://image.tmdb.org/t/p/original/k3m6eR6NwVRxSRmAHY3Sd1jWWJW.jpg,,,,tvN,b'\x00',2022-06-17 15:00:00,https://image.tmdb.org/t/p/original/pGs6UA4rPUZEokDyTwAGdRvwrAD.jpg,135157,,"역사에도 지도에도 존재하지 않은 대호국을 배경으로, 영혼을 바꾸는 '환혼술'로 인해 운명이 비틀린 주인공들이 이를 극복하고 성장해가는 판타지 로맨스 활극",환혼
13,,8.449,https://image.tmdb.org/t/p/original/9XvDKzoFqDLepuC3K3FFXCuD8jc.jpg,,,,SBS,b'\x00',2022-02-27 15:00:00,https://image.tmdb.org/t/p/original/lOa1IUp3AFVo6h9b17KA20r4E5s.jpg,154825,,친구를 대신해 맞선 자리에 나간 하리. 남자가 겁을 먹고 퇴짜를 놓게 할 작정이다. 하지만 맞선남이 하리가 다니는 회사의 CEO로 드러나며 계획은 엉망이 된다. 게다가 그가 청혼을 하다니. 얼굴 천재 능력남 CEO와 정체를 속인 맞선녀 직원의 스릴 가득 ‘퇴사 방지’ 오피스 로맨스.,사내맞선
14,,8.424,https://image.tmdb.org/t/p/original/rHuXgDmrv4vMKgQZ6pu2E2iLJnM.jpg,,,,SBS,b'\x00',2010-07-10 15:00:00,https://image.tmdb.org/t/p/original/15SMnscZqd7HZ0bzruatOcKUlOV.jpg,33238,,"대한민국 최고의 연예인들이 곳곳에 있는 미션을 해결하고, 끊임없는 질주와 긴박감 넘치는 대결을 통해 대한민국 랜드마크들의 숨겨진 뒷모습을 전격 공개하는 프로그램",런닝맨
15,,7.905,https://image.tmdb.org/t/p/original/9hNJ3fvIVd4WE3rU1Us2awoTpgM.jpg,,,,Netflix,b'\x00',2021-12-23 15:00:00,https://image.tmdb.org/t/p/original/syYduNOCirN544TIQcdy0aOyXFp.jpg,96777,,각계 전문가들이 한 팀이 되어 달 탐사선에 오른다. 임무는 폐쇄된 연구기지에서 24시간 안에 중요 샘플을 회수하는 것. 대원들은 비밀에 잠긴 이 위험천만한 기밀 미션을 완수할 수 있을까.,고요의 바다
16,,9.7,https://image.tmdb.org/t/p/original/vk6bPEyGdublRolHie9h41RiKwP.jpg,,,,tvN,b'\x00',2022-09-02 15:00:00,https://image.tmdb.org/t/p/original/ow718Omn1oKqYR7izEzkS4cdC3O.jpg,134675,,가난하지만 우애 있게 자란 세 자매가 거대한 사건에 휩쓸려 대한민국에서 제일 부유하고 유력한 가문에 맞서게 되면서 '돈'이라는 인생의 숙제를 풀어가는 과정을 뜨겁고 짜릿하게 그려내는 드라마,작은 아씨들
17,,8.9,https://image.tmdb.org/t/p/original/7TBPqRA5qrfegLwdYXj39GHDsrx.jpg,,,,tvN,b'\x00',2022-02-27 15:00:00,https://image.tmdb.org/t/p/original/u2Dct3lk9pG5F6dRuRIQQcKDPCT.jpg,135652,,돈을 위해 군검사가 된 남자 도배만과 복수를 위해 군검사가 된 차우인이 만나며 벌어지는 이야기를 그린 드라마,군검사 도베르만
18,,7.5,https://image.tmdb.org/t/p/original/tX5W2a0B9r4cs25G78tKjNv76Gj.jpg,,,,Netflix,b'\x00',2022-05-05 15:00:00,https://image.tmdb.org/t/p/original/epxfP6YaUEOflSuKMAT6LhdPiqk.jpg,123349,,버려진 유원지에 사는 마술사. 힘겨운 현실 속에서 너무 빨리 어른이 돼버린 고등학생에게 마법 같은 위로를 건넨다. 절망적인 현실이 사라지고 희망이 다시 샘솟는 특별한 마술이 시작된다.,안나라수마나라
19,,9.0,https://image.tmdb.org/t/p/original/yeZWVJ8uLvzRZ9mz6yzDTjh5gqN.jpg,,,,MBC,b'\x00',2013-04-07 15:00:00,https://image.tmdb.org/t/p/original/kt4pmFvJnWyQImadYyVCiP1DQdH.jpg,47179,,"반인반수로 태어난 최강치가 사람이 되기 위해 좌충우돌 벌이는 스펙타클 멜로 대서사시 & 유쾌상쾌 무협 활극!

사람은 될수 없지만 그 누구보다 더 인간적인 삶을 살기 위해 고군분투하는 반인반수 최강치의 휴먼 감동 大여정기!",구가의 서
20,,8.696,https://image.tmdb.org/t/p/original/sf7NCqyVUNoyjYuwW5oJke1T1lH.jpg,,,,tvN,b'\x00',2021-02-19 15:00:00,https://image.tmdb.org/t/p/original/mWYW3xNeV2IM06aUl2xMUdLicpa.jpg,117376,,조직의 배신으로 한국으로 오게 된 이탈리아 마피아 변호사가 베테랑 독종 변호사와 함께 악당의 방식으로 악당을 쓸어버리는 이야기,빈센조
21,,8.225,https://image.tmdb.org/t/p/original/uzgvxmEGIwgqyaEbc6OXy0YbSTN.jpg,,,,MBC,b'\x00',2018-09-26 15:00:00,https://image.tmdb.org/t/p/original/g74tHdgK6YlRu7Uf7AL7xmHdjl.jpg,81211,,사라진 전설의 블랙 요원과 운명처럼 첩보 전쟁에 뛰어든 앞집 여자의 수상쩍은 환상의 첩보 콜라보,내 뒤에 테리우스
22,,8.519,https://image.tmdb.org/t/p/original/mceCXNTny6a5F3rQgShLoyARw4l.jpg,,,,Netflix,b'\x00',2020-12-17 15:00:00,https://image.tmdb.org/t/p/original/eNfNu9sJ2eVmMcbrKpgEovPoyB8.jpg,96648,,"끔찍한 사고로 가족을 모두 잃은 외톨이 고등학생 현수는 그린 홈이라는 낡은 아파트 단지로 이사한다. 절망에 빠진 그는 점차 그린 홈에 관한 비밀을 깨닫는다. 왜곡된 인간 욕망을 여러 가지 형태로 투영하면서 인류를 몰아내려는 괴물이 그린 홈을 둘러싸고 있으며, 자신을 포함해 그린 홈 주민들은 그 괴물들에 갇혀있다는 사실을.",스위트홈
23,,8.324,https://image.tmdb.org/t/p/original/yjsXtps0rw36UB8TomSjI4y4zvR.jpg,,,,Netflix,b'\x00',2021-10-14 15:00:00,https://image.tmdb.org/t/p/original/ncAKKmr1sfFhQvn6LeGTY2QBge.jpg,110356,,아빠를 잃었다. 그것도 바로 눈앞에서. 남은 딸은 결심한다. 반드시 내 손으로 복수하겠노라고. 목표를 위해서라면 방법은 상관없다. 마약 조직의 언더커버가 되어 경찰에 잠입하는 것이라 해도.,마이 네임
24,,7.6,https://image.tmdb.org/t/p/original/mZsTrylVWYYPkoY793G5G7nBbAa.jpg,,,,JTBC,b'\x00',2015-12-04 15:00:00,https://image.tmdb.org/t/p/original/zak7mqMxJGnnWplSdbjDtV7bg2Y.jpg,70672,,"2015년 12월 JTBC에서 방영을 시작한 버라이어티 쇼. 세상의 모든 질문을 그들만의 방식으로 풀어주는 아는 형님. 인생을 살다 보면 마주치게 되는 사소하지만 궁금해 견딜 수 없는 질문들. 그럴 땐 질문하라. 아는 형님이 답할 것이다. 나이도, 출신도, 성격도, 외모도 전혀 다르지만 인생 좀 살아 본, 그래서 인생을 좀 아는 형님들이 모여 그들만의 방식으로 추측하고 실험하고 전해주는 아는 형님만의 인생 해답. 지금부터 우리에게 속 시원한 답을 주기 위해 벌이는 형님들의 고군분투가 시작된다.",아는 형님
25,,8.473,https://image.tmdb.org/t/p/original/vPwMa5qSyUtCTt7NOX6t5Pi2sam.jpg,,,,Kakao TV,b'\x00',2020-12-27 15:00:00,https://image.tmdb.org/t/p/original/4EzrCBnBdeLAZENNQcYzYq933B.jpg,114395,,"명랑 발랄한 여고생 신솔이와 그녀가 17년째 짝사랑하는 옆집 소꿉친구 차헌, 그리고 이들과 청춘을 함께했던 친구들의 이야기를 담은 첫사랑 소환 로맨스물",아름다웠던 우리에게
26,,8.464,https://image.tmdb.org/t/p/original/3LxH7kVJOK0dW5vdjPzKQ4ZWVQy.jpg,,,,Netflix,b'\x00',2019-08-21 15:00:00,https://image.tmdb.org/t/p/original/ncJ7naaHoGabVHB4FriUXP9IW3t.jpg,89641,,"누군가 나를 좋아한다. 반경 10m 안에 당신을 좋아하는 그 사람이 나에게 다가오면 알람이 울린다. 마음을 알려주는 앱 ‘좋알람’의 시대, 먹고사는 일이 가장 힘든 소녀 조조에게도 기적 같은 풋풋한 사랑이 찾아온다. 모델 출신 인기남 선오가 전학을 오게 되면서, 조조와 선오는 마음을 확인한다. 조조를 먼저 좋아하기 시작했던 혜영은 한 걸음 물러서지만 조조를 향한 마음을 포기하지 못하는데...",좋아하면 울리는
27,,8.277,https://image.tmdb.org/t/p/original/g1xn0ce0PQ5Kk7FSj6lMuLNqyiX.jpg,,,,KBS2,b'\x00',2009-01-04 15:00:00,https://image.tmdb.org/t/p/original/9IIDbs52GUKWXq6dPQECnPSIAwn.jpg,16420,,평범한 서민 집안의 한 소녀가 부유층 자제들로 가득한 고등학교로 전학해 네 명의 꽃미남 재벌소년들과 만나면서 벌이는 좌충우돌 이야기를 그린 드라마,꽃보다 남자
28,,8.296,https://image.tmdb.org/t/p/original/uH24pUgaB9NWJYQxFrCqTCblHGe.jpg,,,,KBS2,b'\x00',2013-08-04 15:00:00,https://image.tmdb.org/t/p/original/wm3YxlBP7UQRFv2Y6UplFSmX1eN.jpg,57647,,대학병원 소아외과를 배경으로 펼쳐지는 전문의들의 노력과 사랑을 담은 휴먼 메디컬 드라마,굿 닥터
29,,7.429,https://image.tmdb.org/t/p/original/bBCGPtQz4uhDd65QVFKqcFGF4qH.jpg,,,,MBC,b'\x00',2005-04-22 15:00:00,https://image.tmdb.org/t/p/original/fpXfEfcZu5uDTOKqjwXSGgrL4iY.jpg,5092,,대한민국 평균 이하임을 자처하는 남자들이 매주 새로운 상황 속에서 펼치는 좌충우돌 도전기,무한도전
30,,8.723,https://image.tmdb.org/t/p/original/o3Htmlg6BfNs8Ew7yjsRzVnYSEs.jpg,,,,tvN,b'\x00',2019-12-13 15:00:00,https://image.tmdb.org/t/p/original/4qGJJR6RIEa6SDQ3jIMQk3AN9uv.jpg,94796,,"뜻밖의 돌풍은 행운일까, 불운일까. 패러글라이딩 사고로 북한에 불시착한 재벌 딸. 그곳에서 깐깐한 북한군 장교를 만난다. 이 와중에 피어오르는 낯선 감정은 뭐지?",사랑의 불시착
31,,8.47,https://image.tmdb.org/t/p/original/o9Z8O0gdi6Qvvzk86RdnnBjBGDq.jpg,,,,KBS2,b'\x00',2016-02-23 15:00:00,https://image.tmdb.org/t/p/original/d0XyclHMeH9sBjay3sXvSKAWeFC.jpg,65143,,낯선 땅 극한의 환경 속에서 사랑과 성공을 꿈꾸는 젊은 군인과 의사들을 통해 삶의 가치를 담아낸 블록버스터급 휴먼 멜로 드라마로 유럽의 발칸 반도에 위치한 가상 국가 우르크를 배경으로 전쟁과 질병으로 얼룩진 기상 이변 속에서 낯선 땅에 파병된 군인과 의사들을 통해 극한 상황 속에서도 사랑하고 연애하는 사람들의 전우애와 동기애를 담은 작품.,태양의 후예
32,,8.406,https://image.tmdb.org/t/p/original/4r7scgI5aUrShN0YzriAatWd15e.jpg,,,,KBS2,b'\x00',2021-10-10 15:00:00,https://image.tmdb.org/t/p/original/wX6j82TluVxUsiTDOIDYa5jTT3f.jpg,129478,,"죽은 오빠 대신 남장을 하고 왕세자로 살아가는 쌍둥이 여동생. 궁녀에게 철벽을 치며 문무에 전념하려는 중인데, 이를 어째. 세자 교육을 맡은 남자에게 자꾸 눈길이 가. 이거 혹시, 사랑?",연모
33,,7.6,https://image.tmdb.org/t/p/original/87IhSzFxzvZIFmLOzfl4HJPe4p2.jpg,,,,Apple TV+,b'\x00',2021-11-02 15:00:00,https://image.tmdb.org/t/p/original/nxfyXDghW2SbQbwRen6uh12OzXV.jpg,119955,,"김지운 감독의 첫 번째 시리즈. 천재 뇌과학자 세원은 가족에게 일어난 비극으로 인해 고통받고 있다. 사건의 진실을 밝히기 위해, 그는 죽은 자의 뇌에 접속해서 그들의 기억 속 단서를 찾아 나선다",Dr. 브레인
34,,8.621,https://image.tmdb.org/t/p/original/uDadf0pmGDXgkiRP7xJICWkSHVV.jpg,,,,tvN,b'\x00',2020-06-19 15:00:00,https://image.tmdb.org/t/p/original/1uBz58vwQymBfDZuLHwHe4dsOOM.jpg,96462,,"돈도 없고, 부모도 없고, 희망조차 없는 정신병동 보호사. 그에게 있는 거라곤 자폐 스펙트럼인 형 하나. 그저 한 달 월급으로 형과 배불리 먹고 두 다리 뻗고 잘 수만 있다면 그것으로 족하다는 남자 앞에 동화 속 마녀와 같은 이상한 여자 하나가 불쑥 등장한다. 칼 대신 펜을 휘둘러 동심을 지배하고 조종하는 아동문학계의 여왕. 더군다나 선천적 결핍으로 사랑의 감정을 알지 못하는 그녀가 하필 사랑을 거부하는 남자에게 운명적으로 꽂혀 버린다. 그렇게 시작된 피가 튀고 살이 에이는 전쟁 같은 밀당. 과연 이들의 살벌하면서도 아름다운 잔혹동화는 해피엔딩을 향해 갈 수 있을까?",사이코지만 괜찮아
35,,8.712,https://image.tmdb.org/t/p/original/zoyAniOyCnlkys5ra9EbzVyPuiv.jpg,,,,MBC,b'\x00',2016-11-15 15:00:00,https://image.tmdb.org/t/p/original/ssKVvJM341QiRdBmj8fOAOcpYdl.jpg,68349,,"바벨만 들던 스물한 살 역도선수 김복주에게 닥친 폭풍 같은 첫사랑을 그린 감성 청춘 드라마. 바벨만 들던 스무살 역도선수 김복주에게 폭풍 같은 첫사랑이 닥친다. 그녀, 굳은 살 박힌 제 손이 처음으로 부끄럽다. 그녀, 사랑 앞에 처음으로 여자이고 싶다. 꿈과 목표를 향해 달려가는 체대생들의 치열한 인생 성장기, 서툰 천사랑에 관한 에세이. 우리 모두 그 지점을 지나왔다. 청춘을 응원한다.",역도요정 김복주
36,,10.0,https://image.tmdb.org/t/p/original/u1h7s7rNKwi614yVzvrmDCZ2ATy.jpg,,,,tvN,b'\x00',2022-09-15 15:00:00,https://image.tmdb.org/t/p/original/hPn99azTImRzRfQyDETCPxmsPmq.jpg,158865,,"평범하기에 억울한 피해자가 된 사람들, 그리고 불편한 진실에 눈감은 평범한 가해자들에 관한 이야기",블라인드
37,,8.396,https://image.tmdb.org/t/p/original/kKlzA0owtx63wxpiYxgzSXrx6yz.jpg,,,,tvN,b'\x00',2018-06-05 15:00:00,https://image.tmdb.org/t/p/original/3hd6yqp59ozCt2DRlFtj1tD9cHH.jpg,79434,,"재력, 얼굴, 수완까지 모든 것을 다 갖췄지만 자기애로 똘똘 뭉친 나르시시스트 부회장과 그를 완벽하게 보좌해온 비서의 퇴사밀당 로맨스. 잘생긴 얼굴, 완벽한 비율, 영특한 머리, 탁월한 경영 능력까지! 태어나서 지금까지, 늘 모든 분야에서 독보적인 1위였다. 스스로를 너무 사랑한 나머지 연애 한 번 안 하고, 스스로 너무 잘난 나머지 주변 사람들의 부족함을 견디지 못하는 그가 곁을 허락하는 유일한 사람이 있었으니 오래된 부부 같은 호흡을 자랑하는 비서, ‘김미소’다. 그런데 그런 김비서가 어느 날 갑자기 퇴사를 선언한다. ""대체 왜? 나를 보필할 수 있는 초특급 영예를 박차고 나가겠다고...?"" 대체... 김비서가 왜 그럴까?",김비서가 왜 그럴까
38,,8.1,https://image.tmdb.org/t/p/original/mYMoUAWlM3duYXrbQag0xxs7JbR.jpg,,,,JTBC,b'\x00',2017-02-23 15:00:00,https://image.tmdb.org/t/p/original/zUeMFnFJKPqe8lNdUYl7oxrwSZ3.jpg,68814,,"인간이 사는 세상은 정글이나 다름없다. 혼돈속의 질서를 바로잡는 법과 인간의 내재된 양심이 동물들이 지배하는 정글과의 차별점이긴 하나 처절한 약육강식, 힘의 논리 하에 움직이고 있음이 사실이다. 여성의 사회적 지위나 실존적 권위가 날이 갈수록 커지고 있다. 하지만 그 이면에는 추락하는 남성의 권위를 물리적 힘으로 가압하려는 역행성 범죄와 심리들 또한 보이지 않게 증가하고 있다. “남자가 여자보다 나은 점은 털 많고 근육 많은 것 밖에 더 있어?” 라고 외치던 여자팀장은 늦은 밤 회식 후 남자 부하직원이 집 앞까지 에스코트 해주는 아이러니에 놓인다. 왜냐 그 털 많고 근육 많은 남자의 물리적 힘이 나쁜 남자 인간들에 의해 나쁘게 쓰이고 있기 때문이다. 여자는 그래서 털 많고 근육 많은 그러나 좋은 남자에게 한없이 끌린다. 자기가 가지지 못한 걸 가지고 있어서다. 만일 여자가 남자보다 힘이 세다면 세상은 어찌 되었을까? 이 발칙한 상상에서 출발한 이야기가 세상 사람들에게 호쾌하고 통렬한 다이돌핀을 줄 거라는데 난 조금도 망설임 없는 확신을 하며 드라마를 기획하였다.",힘쎈여자 도봉순
39,,7.033,https://image.tmdb.org/t/p/original/1nvdHIVrCuJahMAXYcSx2Mh9bPt.jpg,,,,KBS2,b'\x00',2016-08-21 15:00:00,https://image.tmdb.org/t/p/original/tUgHEXrYPjkzpY4aUCDg7YZh7uF.jpg,66256,,"한 나라의 세자가, 내시와 사랑에 빠졌다! 츤데레 왕세자 이영과 남장 내시 홍라온의 예측불허 궁중위장 로맨스. 운종가에서 돈을 받고 연애상담을 해주는 여심전문가 홍라온! 정도령 대신 연서의 상대를 만나러 간 라온, 헌데 눈앞에 나타난 사람은 어여쁜 처자가 아닌 훤칠하고 잘생긴 사내 사내 옷을 입었지만 실은 여자인 라온에게 그들이 내민 것은 바로 내시계약서...!",구르미 그린 달빛
40,,8.23,https://image.tmdb.org/t/p/original/3Bqg7O20ZURRkOC8bLh82sDHgh5.jpg,,,,Netflix,b'\x00',2022-02-24 15:00:00,https://image.tmdb.org/t/p/original/sWhB5ufz3hrJQMtxxlQzqjlrv2l.jpg,112833,,"소년범을 혐오하는 까칠한 판사가 지방법원 소년부에 부임한다. 복잡다단한 사건들을 다루며, 소년범에 대한 반감, 정의와 형벌에 대한 굳건한 신념 사이에서 균형을 잡아간다. 청소년 범죄율이 가장 높은 법원이라니 이제 법정의 칼바람은 예고된 것일까.",소년심판
41,,8.0,https://image.tmdb.org/t/p/original/f7o3Fz9IMGJIutPOxDXKasjCCff.jpg,,,,SBS,b'\x00',2022-07-28 15:00:00,https://image.tmdb.org/t/p/original/kcfaSK1yuMThO0tnkituiEQl8sh.jpg,155222,,유도 선수 출신 온마음이 다쳐 평생 해온 운동을 포기하고 웹툰 편집부에 취직한 후 진정한 웹툰 편집자로 성장하기 위해 고군분투하는 이야기를 담은 드라마. 일본 만화 '중쇄를 찍자!' 원작.,오늘의 웹툰
42,,8.265,https://image.tmdb.org/t/p/original/ugYoeEOLgfnsDSf9s6THOxTihcE.jpg,,,,SBS,b'\x00',2014-11-11 15:00:00,https://image.tmdb.org/t/p/original/qqB4ftImSYUVAhreLeO8TY0FkDX.jpg,61611,,방송국 사회부 기자들의 삶과 사랑을 그린 풋풋한 청춘 드라마,피노키오
43,,8.9,https://image.tmdb.org/t/p/original/2kmVjjuAJqx7SQwMLHgkWCCHVSi.jpg,,,,JTBC,b'\x00',2020-07-05 15:00:00,https://image.tmdb.org/t/p/original/51iYzWkefsyFv6aEirPuzUScXxY.jpg,99480,,"5년 전 여대생과 형사를 살해한 범인을 추호의 의심 없이 체포했던 형사 강도창! 5년 후, 엘리트 형사 오지혁이 강력 2팀으로 전입해 오면서 잊혀졌던 진실을 향한 증거들이 드러나기 시작한다. 진실에 다가가려는 자와 은폐하려는 자들 간의 불꽃 튀는 대결이 시작된다!",모범형사
44,,8.2,https://image.tmdb.org/t/p/original/vwgC68MFTgrLaTBaXFnsVAb6y1W.jpg,,,,EBS 1,b'\x00',2014-08-31 15:00:00,https://image.tmdb.org/t/p/original/gvHwUZOivDtwCUB48Wdnx5BO2Vp.jpg,71026,,세상에서 가장 빠른 택배 비행기 호기와 멋진 변신 비행기 친구들 슈퍼윙스가 펼치는 세계 문화탐험 어드벤처 이야기,출동 슈퍼윙스
45,,8.5,https://image.tmdb.org/t/p/original/iOyiuJhKlKY4tVT8EfJ1GwnM2By.jpg,,,,MBC,b'\x00',2016-07-19 15:00:00,https://image.tmdb.org/t/p/original/jtBo40RgHzihmYYzzqkPOXyux8.jpg,66330,,"2016년 서울, 같은 공간 다른 차원을 교차하는 사건의 중심에 선 냉철한 천재 벤처재벌 강철과 활달하고 정 많은 외과의사 오연주가 펼치는 로맨틱 서스펜스 멜로 드라마",더블유
46,,9.3,https://image.tmdb.org/t/p/original/bdkfBz4waYCe3DsgLMMHsgQGw8R.jpg,,,,Kakao TV,b'\x00',2022-09-04 15:00:00,https://image.tmdb.org/t/p/original/4NDzwrQzTp7zueDUFtkEHVmz2A3.jpg,133678,,시골 마을 희동리의 토박이이자 이 지역의 ‘핵인싸’ 순경 ‘안자영’과 하루빨리 희동리 탈출을 꿈꾸는 서울 토박이 수의사 ‘한지율'의 좌충우돌 전원 로맨스 코미디 드라마,어쩌다 전원일기
